id,Geography,oneBedMedianRent,twoBedMedianRent
28045,"Hancock County, Mississippi",653,717
28047,"Harrison County, Mississippi",649,750
28049,"Hinds County, Mississippi",621,777
28051,"Holmes County, Mississippi",268,492
28053,"Humphreys County, Mississippi",235,507
28055,"Issaquena County, Mississippi",327,517
28057,"Itawamba County, Mississippi",482,600
28059,"Jackson County, Mississippi",620,740
28061,"Jasper County, Mississippi",228,530
28063,"Jefferson County, Mississippi",263,429
28065,"Jefferson Davis County, Mississippi",-,562
28067,"Jones County, Mississippi",501,636
28069,"Kemper County, Mississippi",326,405
28071,"Lafayette County, Mississippi",669,843
28073,"Lamar County, Mississippi",746,782
28075,"Lauderdale County, Mississippi",509,698
28077,"Lawrence County, Mississippi",815,665
28079,"Leake County, Mississippi",369,552
28081,"Lee County, Mississippi",509,666
28083,"Leflore County, Mississippi",401,568
28085,"Lincoln County, Mississippi",438,609
28087,"Lowndes County, Mississippi",481,633
28089,"Madison County, Mississippi",829,935
28091,"Marion County, Mississippi",267,621
28093,"Marshall County, Mississippi",442,587
28095,"Monroe County, Mississippi",337,533
28097,"Montgomery County, Mississippi",710,480
28099,"Neshoba County, Mississippi",346,574
28101,"Newton County, Mississippi",334,619
28103,"Noxubee County, Mississippi",308,474
28105,"Oktibbeha County, Mississippi",619,733
28107,"Panola County, Mississippi",290,627
28109,"Pearl River County, Mississippi",453,696
28111,"Perry County, Mississippi",383,500
28113,"Pike County, Mississippi",520,610
28115,"Pontotoc County, Mississippi",262,602
28117,"Prentiss County, Mississippi",398,562
28119,"Quitman County, Mississippi",314,375
28121,"Rankin County, Mississippi",698,826
28123,"Scott County, Mississippi",247,607
28125,"Sharkey County, Mississippi",260,493
28127,"Simpson County, Mississippi",565,655
28129,"Smith County, Mississippi",366,491
28131,"Stone County, Mississippi",387,609
28133,"Sunflower County, Mississippi",433,566
28135,"Tallahatchie County, Mississippi",324,464
28137,"Tate County, Mississippi",628,621
28139,"Tippah County, Mississippi",378,480
28141,"Tishomingo County, Mississippi",409,464
28143,"Tunica County, Mississippi",653,716
28145,"Union County, Mississippi",-,563
28147,"Walthall County, Mississippi",288,342
28149,"Warren County, Mississippi",470,641
28151,"Washington County, Mississippi",462,598
28153,"Wayne County, Mississippi",292,465
28155,"Webster County, Mississippi",231,460
28157,"Wilkinson County, Mississippi",190,509
28159,"Winston County, Mississippi",404,515
28161,"Yalobusha County, Mississippi",360,507
28163,"Yazoo County, Mississippi",270,578
29001,"Adair County, Missouri",426,612
29003,"Andrew County, Missouri",474,742
29005,"Atchison County, Missouri",404,581
29007,"Audrain County, Missouri",318,626
29009,"Barry County, Missouri",407,572
29011,"Barton County, Missouri",443,493
29013,"Bates County, Missouri",400,611
29015,"Benton County, Missouri",393,594
29017,"Bollinger County, Missouri",375,578
29019,"Boone County, Missouri",614,753
29021,"Buchanan County, Missouri",551,715
29023,"Butler County, Missouri",382,646
29025,"Caldwell County, Missouri",361,655
29027,"Callaway County, Missouri",445,638
29029,"Camden County, Missouri",440,680
29031,"Cape Girardeau County, Missouri",512,696
29033,"Carroll County, Missouri",369,526
29035,"Carter County, Missouri",338,545
29037,"Cass County, Missouri",508,819
29039,"Cedar County, Missouri",440,576
29041,"Chariton County, Missouri",310,475
29043,"Christian County, Missouri",472,675
29045,"Clark County, Missouri",345,496
29047,"Clay County, Missouri",672,840
29049,"Clinton County, Missouri",484,684
29051,"Cole County, Missouri",453,600
29053,"Cooper County, Missouri",430,608
29055,"Crawford County, Missouri",452,623
29057,"Dade County, Missouri",392,622
29059,"Dallas County, Missouri",442,574
29061,"Daviess County, Missouri",355,499
29063,"DeKalb County, Missouri",295,548
29065,"Dent County, Missouri",323,522
29067,"Douglas County, Missouri",250,539
29069,"Dunklin County, Missouri",371,539
29071,"Franklin County, Missouri",507,660
29073,"Gasconade County, Missouri",377,578
29075,"Gentry County, Missouri",383,558
29077,"Greene County, Missouri",536,693
29079,"Grundy County, Missouri",296,594
29081,"Harrison County, Missouri",371,543
29083,"Henry County, Missouri",288,669
29085,"Hickory County, Missouri",329,568
29087,"Holt County, Missouri",337,538
29089,"Howard County, Missouri",300,636
29091,"Howell County, Missouri",342,598
29093,"Iron County, Missouri",409,528
29095,"Jackson County, Missouri",655,818
29097,"Jasper County, Missouri",492,709
29099,"Jefferson County, Missouri",536,768
29101,"Johnson County, Missouri",502,680
29103,"Knox County, Missouri",258,537
29105,"Laclede County, Missouri",378,564
29107,"Lafayette County, Missouri",432,639
29109,"Lawrence County, Missouri",408,592
29111,"Lewis County, Missouri",293,568
29113,"Lincoln County, Missouri",491,755
29115,"Linn County, Missouri",353,528
29117,"Livingston County, Missouri",350,613
29119,"McDonald County, Missouri",470,556
29121,"Macon County, Missouri",289,560
29123,"Madison County, Missouri",410,599
29125,"Maries County, Missouri",348,532
29127,"Marion County, Missouri",454,586
29129,"Mercer County, Missouri",333,558
29131,"Miller County, Missouri",296,645
29133,"Mississippi County, Missouri",363,630
29135,"Moniteau County, Missouri",283,517
29137,"Monroe County, Missouri",316,547
29139,"Montgomery County, Missouri",357,598
29141,"Morgan County, Missouri",368,605
29143,"New Madrid County, Missouri",330,594
29145,"Newton County, Missouri",498,635
29147,"Nodaway County, Missouri",428,638
29149,"Oregon County, Missouri",364,449
29151,"Osage County, Missouri",383,557
29153,"Ozark County, Missouri",359,558
29155,"Pemiscot County, Missouri",348,539
29157,"Perry County, Missouri",364,603
29159,"Pettis County, Missouri",521,680
29161,"Phelps County, Missouri",473,680
29163,"Pike County, Missouri",465,627
29165,"Platte County, Missouri",784,891
29167,"Polk County, Missouri",452,631
29169,"Pulaski County, Missouri",633,759
29171,"Putnam County, Missouri",317,570
29173,"Ralls County, Missouri",361,680
29175,"Randolph County, Missouri",432,578
29177,"Ray County, Missouri",430,705
29179,"Reynolds County, Missouri",332,593
29181,"Ripley County, Missouri",331,534
29183,"St. Charles County, Missouri",754,925
29185,"St. Clair County, Missouri",363,506
29186,"Ste. Genevieve County, Missouri",411,610
29187,"St. Francois County, Missouri",424,607
29189,"St. Louis County, Missouri",700,911
29195,"Saline County, Missouri",403,623
29197,"Schuyler County, Missouri",278,536
29199,"Scotland County, Missouri",368,435
29201,"Scott County, Missouri",429,610
29203,"Shannon County, Missouri",301,611
29205,"Shelby County, Missouri",294,512
29207,"Stoddard County, Missouri",292,587
29209,"Stone County, Missouri",513,661
29211,"Sullivan County, Missouri",276,626
29213,"Taney County, Missouri",563,685
29215,"Texas County, Missouri",299,538
29217,"Vernon County, Missouri",388,614
29219,"Warren County, Missouri",441,720
29221,"Washington County, Missouri",331,540
29223,"Wayne County, Missouri",377,568
29225,"Webster County, Missouri",481,568
29227,"Worth County, Missouri",235,456
29229,"Wright County, Missouri",305,517
29510,"St. Louis city, Missouri",653,861
30001,"Beaverhead County, Montana",481,596
30003,"Big Horn County, Montana",504,690
30005,"Blaine County, Montana",523,483
30007,"Broadwater County, Montana",296,688
30009,"Carbon County, Montana",628,737
30011,"Carter County, Montana",-,488
30013,"Cascade County, Montana",480,672
30015,"Chouteau County, Montana",363,464
30017,"Custer County, Montana",529,646
30019,"Daniels County, Montana",430,608
30021,"Dawson County, Montana",571,773
30023,"Deer Lodge County, Montana",457,563
30025,"Fallon County, Montana",473,644
30027,"Fergus County, Montana",470,684
30029,"Flathead County, Montana",539,736
30031,"Gallatin County, Montana",609,834
30033,"Garfield County, Montana",-,528
30035,"Glacier County, Montana",365,487
30037,"Golden Valley County, Montana",-,625
30039,"Granite County, Montana",429,575
30041,"Hill County, Montana",533,593
30043,"Jefferson County, Montana",462,653
30045,"Judith Basin County, Montana",-,447
30047,"Lake County, Montana",504,625
30049,"Lewis and Clark County, Montana",610,783
30051,"Liberty County, Montana",-,482
30053,"Lincoln County, Montana",424,600
30055,"McCone County, Montana",-,564
30057,"Madison County, Montana",643,690
30059,"Meagher County, Montana",330,615
30061,"Mineral County, Montana",293,508
30063,"Missoula County, Montana",640,816
30065,"Musselshell County, Montana",375,750
30067,"Park County, Montana",552,764
30069,"Petroleum County, Montana",-,-
30071,"Phillips County, Montana",-,554
30073,"Pondera County, Montana",505,524
30075,"Powder River County, Montana",386,556
30077,"Powell County, Montana",317,545
30079,"Prairie County, Montana",-,-
30081,"Ravalli County, Montana",480,705
30083,"Richland County, Montana",480,768
30085,"Roosevelt County, Montana",429,442
30087,"Rosebud County, Montana",248,519
30089,"Sanders County, Montana",440,600
30091,"Sheridan County, Montana",475,628
30093,"Silver Bow County, Montana",534,663
30095,"Stillwater County, Montana",369,612
30097,"Sweet Grass County, Montana",286,680
30099,"Teton County, Montana",600,607
30101,"Toole County, Montana",544,546
30103,"Treasure County, Montana",-,568
30105,"Valley County, Montana",425,537
30107,"Wheatland County, Montana",255,582
30109,"Wibaux County, Montana",522,717
30111,"Yellowstone County, Montana",592,805
31001,"Adams County, Nebraska",503,631
31003,"Antelope County, Nebraska",404,504
31005,"Arthur County, Nebraska",-,705
31007,"Banner County, Nebraska",-,1078
31009,"Blaine County, Nebraska",-,581
31011,"Boone County, Nebraska",408,580
31013,"Box Butte County, Nebraska",436,581
31015,"Boyd County, Nebraska",246,475
31017,"Brown County, Nebraska",273,599
31019,"Buffalo County, Nebraska",498,699
31021,"Burt County, Nebraska",412,580
31023,"Butler County, Nebraska",413,653
31025,"Cass County, Nebraska",525,741
31027,"Cedar County, Nebraska",375,563
31029,"Chase County, Nebraska",508,547
31031,"Cherry County, Nebraska",466,445
31033,"Cheyenne County, Nebraska",490,628
31035,"Clay County, Nebraska",472,572
31037,"Colfax County, Nebraska",473,599
31039,"Cuming County, Nebraska",408,615
31041,"Custer County, Nebraska",376,579
31043,"Dakota County, Nebraska",617,801
31045,"Dawes County, Nebraska",458,669
31047,"Dawson County, Nebraska",462,631
31049,"Deuel County, Nebraska",317,644
31051,"Dixon County, Nebraska",561,583
31053,"Dodge County, Nebraska",471,720
31055,"Douglas County, Nebraska",691,868
31057,"Dundy County, Nebraska",333,725
31059,"Fillmore County, Nebraska",470,556
31061,"Franklin County, Nebraska",365,588
31063,"Frontier County, Nebraska",318,515
31065,"Furnas County, Nebraska",298,562
31067,"Gage County, Nebraska",401,643
31069,"Garden County, Nebraska",413,575
31071,"Garfield County, Nebraska",293,425
31073,"Gosper County, Nebraska",613,655
31075,"Grant County, Nebraska",-,-
31077,"Greeley County, Nebraska",375,534
31079,"Hall County, Nebraska",533,689
31081,"Hamilton County, Nebraska",395,611
31083,"Harlan County, Nebraska",328,506
31085,"Hayes County, Nebraska",-,669
31087,"Hitchcock County, Nebraska",321,629
31089,"Holt County, Nebraska",488,539
31091,"Hooker County, Nebraska",-,671
31093,"Howard County, Nebraska",395,565
31095,"Jefferson County, Nebraska",318,506
31097,"Johnson County, Nebraska",296,577
31099,"Kearney County, Nebraska",654,677
31101,"Keith County, Nebraska",341,602
31103,"Keya Paha County, Nebraska",-,620
31105,"Kimball County, Nebraska",466,644
31107,"Knox County, Nebraska",313,511
31109,"Lancaster County, Nebraska",615,765
31111,"Lincoln County, Nebraska",443,641
31113,"Logan County, Nebraska",-,550
31115,"Loup County, Nebraska",-,713
31117,"McPherson County, Nebraska",-,-
31119,"Madison County, Nebraska",434,656
31121,"Merrick County, Nebraska",407,548
31123,"Morrill County, Nebraska",398,670
31125,"Nance County, Nebraska",243,520
31127,"Nemaha County, Nebraska",449,603
31129,"Nuckolls County, Nebraska",339,481
31131,"Otoe County, Nebraska",513,656
31133,"Pawnee County, Nebraska",282,485
31135,"Perkins County, Nebraska",838,540
31137,"Phelps County, Nebraska",529,545
31139,"Pierce County, Nebraska",472,598
31141,"Platte County, Nebraska",449,677
31143,"Polk County, Nebraska",363,572
31145,"Red Willow County, Nebraska",457,620
31147,"Richardson County, Nebraska",446,538
31149,"Rock County, Nebraska",-,413
31151,"Saline County, Nebraska",498,718
31153,"Sarpy County, Nebraska",712,876
31155,"Saunders County, Nebraska",368,717
31157,"Scotts Bluff County, Nebraska",493,691
31159,"Seward County, Nebraska",392,661
31161,"Sheridan County, Nebraska",373,499
31163,"Sherman County, Nebraska",358,471
31165,"Sioux County, Nebraska",585,658
31167,"Stanton County, Nebraska",351,780
31169,"Thayer County, Nebraska",395,529
31171,"Thomas County, Nebraska",-,588
31173,"Thurston County, Nebraska",268,566
31175,"Valley County, Nebraska",387,612
31177,"Washington County, Nebraska",556,729
31179,"Wayne County, Nebraska",342,547
31181,"Webster County, Nebraska",234,500
31183,"Wheeler County, Nebraska",-,-
31185,"York County, Nebraska",491,623
32001,"Churchill County, Nevada",530,771
32003,"Clark County, Nevada",757,931
32005,"Douglas County, Nevada",775,918
32007,"Elko County, Nevada",663,812
32009,"Esmeralda County, Nevada",380,469
32011,"Eureka County, Nevada",-,-
32013,"Humboldt County, Nevada",548,821
32015,"Lander County, Nevada",604,510
32017,"Lincoln County, Nevada",516,640
32019,"Lyon County, Nevada",521,695
32021,"Mineral County, Nevada",416,550
32023,"Nye County, Nevada",552,715
32027,"Pershing County, Nevada",267,575
32029,"Storey County, Nevada",-,735
32031,"Washoe County, Nevada",715,906
32033,"White Pine County, Nevada",632,778
32510,"Carson City, Nevada",603,795
33001,"Belknap County, New Hampshire",738,954
33003,"Carroll County, New Hampshire",750,938
33005,"Cheshire County, New Hampshire",726,1006
33007,"Coos County, New Hampshire",516,723
33009,"Grafton County, New Hampshire",705,978
33011,"Hillsborough County, New Hampshire",852,1152
33013,"Merrimack County, New Hampshire",775,1039
33015,"Rockingham County, New Hampshire",897,1186
33017,"Strafford County, New Hampshire",772,1022
33019,"Sullivan County, New Hampshire",630,935
34001,"Atlantic County, New Jersey",837,1132
34003,"Bergen County, New Jersey",1183,1475
34005,"Burlington County, New Jersey",965,1282
34007,"Camden County, New Jersey",835,1103
34009,"Cape May County, New Jersey",842,1066
34011,"Cumberland County, New Jersey",748,1078
34013,"Essex County, New Jersey",909,1152
34015,"Gloucester County, New Jersey",907,1147
34017,"Hudson County, New Jersey",1092,1268
34019,"Hunterdon County, New Jersey",1104,1376
34021,"Mercer County, New Jersey",929,1234
34023,"Middlesex County, New Jersey",1125,1479
34025,"Monmouth County, New Jersey",1050,1447
34027,"Morris County, New Jersey",1185,1546
34029,"Ocean County, New Jersey",1007,1295
34031,"Passaic County, New Jersey",1058,1240
34033,"Salem County, New Jersey",800,1000
34035,"Somerset County, New Jersey",1186,1572
34037,"Sussex County, New Jersey",959,1312
34039,"Union County, New Jersey",990,1242
34041,"Warren County, New Jersey",913,1124
35001,"Bernalillo County, New Mexico",660,830
35003,"Catron County, New Mexico",-,526
35005,"Chaves County, New Mexico",431,690
35006,"Cibola County, New Mexico",459,490
35007,"Colfax County, New Mexico",444,597
35009,"Curry County, New Mexico",534,774
35011,"De Baca County, New Mexico",183,570
35013,"Doña Ana County, New Mexico",538,654
35015,"Eddy County, New Mexico",544,745
35017,"Grant County, New Mexico",558,614
35019,"Guadalupe County, New Mexico",289,512
35021,"Harding County, New Mexico",-,480
35023,"Hidalgo County, New Mexico",403,482
35025,"Lea County, New Mexico",572,777
35027,"Lincoln County, New Mexico",507,720
35028,"Los Alamos County, New Mexico",743,917
35029,"Luna County, New Mexico",394,547
35031,"McKinley County, New Mexico",514,594
35033,"Mora County, New Mexico",656,500
35035,"Otero County, New Mexico",536,597
35037,"Quay County, New Mexico",383,478
35039,"Rio Arriba County, New Mexico",538,564
35041,"Roosevelt County, New Mexico",463,698
35043,"Sandoval County, New Mexico",733,886
35045,"San Juan County, New Mexico",605,723
35047,"San Miguel County, New Mexico",520,649
35049,"Santa Fe County, New Mexico",833,961
35051,"Sierra County, New Mexico",407,588
35053,"Socorro County, New Mexico",469,592
35055,"Taos County, New Mexico",604,768
35057,"Torrance County, New Mexico",-,623
35059,"Union County, New Mexico",340,611
35061,"Valencia County, New Mexico",553,664
36001,"Albany County, New York",812,986
36003,"Allegany County, New York",486,620
36005,"Bronx County, New York",1068,1124
36007,"Broome County, New York",557,735
36009,"Cattaraugus County, New York",487,621
36011,"Cayuga County, New York",578,736
36013,"Chautauqua County, New York",510,627
36015,"Chemung County, New York",574,743
36017,"Chenango County, New York",522,672
36019,"Clinton County, New York",599,758
36021,"Columbia County, New York",664,875
36023,"Cortland County, New York",597,745
36025,"Delaware County, New York",560,683
36027,"Dutchess County, New York",979,1233
36029,"Erie County, New York",626,759
36031,"Essex County, New York",670,791
36033,"Franklin County, New York",565,654
36035,"Fulton County, New York",564,722
36037,"Genesee County, New York",583,724
36039,"Greene County, New York",637,881
36041,"Hamilton County, New York",507,823
36043,"Herkimer County, New York",478,678
36045,"Jefferson County, New York",587,972
36047,"Kings County, New York",1182,1308
36049,"Lewis County, New York",533,689
36051,"Livingston County, New York",565,743
36053,"Madison County, New York",545,763
36055,"Monroe County, New York",714,898
36057,"Montgomery County, New York",564,721
36059,"Nassau County, New York",1338,1649
36061,"New York County, New York",1745,1383
36063,"Niagara County, New York",501,687
36065,"Oneida County, New York",555,740
36067,"Onondaga County, New York",661,836
36069,"Ontario County, New York",654,873
36071,"Orange County, New York",951,1210
36073,"Orleans County, New York",536,688
36075,"Oswego County, New York",554,722
36077,"Otsego County, New York",616,773
36079,"Putnam County, New York",1104,1417
36081,"Queens County, New York",1303,1452
36083,"Rensselaer County, New York",740,941
36085,"Richmond County, New York",1036,1307
36087,"Rockland County, New York",1152,1438
36089,"St. Lawrence County, New York",546,735
36091,"Saratoga County, New York",847,1063
36093,"Schenectady County, New York",729,928
36095,"Schoharie County, New York",619,793
36097,"Schuyler County, New York",536,682
36099,"Seneca County, New York",600,740
36101,"Steuben County, New York",536,662
36103,"Suffolk County, New York",1325,1671
36105,"Sullivan County, New York",716,903
36107,"Tioga County, New York",544,671
36109,"Tompkins County, New York",867,1074
36111,"Ulster County, New York",867,1110
36113,"Warren County, New York",707,899
36115,"Washington County, New York",624,831
36117,"Wayne County, New York",542,727
36119,"Westchester County, New York",1222,1485
36121,"Wyoming County, New York",486,625
36123,"Yates County, New York",556,678
37001,"Alamance County, North Carolina",555,731
37003,"Alexander County, North Carolina",379,548
37005,"Alleghany County, North Carolina",308,605
37007,"Anson County, North Carolina",508,598
37009,"Ashe County, North Carolina",373,539
37011,"Avery County, North Carolina",455,737
37013,"Beaufort County, North Carolina",380,542
37015,"Bertie County, North Carolina",230,551
37017,"Bladen County, North Carolina",316,570
37019,"Brunswick County, North Carolina",725,771
37021,"Buncombe County, North Carolina",686,840
37023,"Burke County, North Carolina",445,577
37025,"Cabarrus County, North Carolina",626,780
37027,"Caldwell County, North Carolina",444,594
37029,"Camden County, North Carolina",-,956
37031,"Carteret County, North Carolina",550,794
37033,"Caswell County, North Carolina",409,478
37035,"Catawba County, North Carolina",524,656
37037,"Chatham County, North Carolina",753,759
37039,"Cherokee County, North Carolina",450,591
37041,"Chowan County, North Carolina",560,745
37043,"Clay County, North Carolina",500,701
37045,"Cleveland County, North Carolina",464,623
37047,"Columbus County, North Carolina",412,559
37049,"Craven County, North Carolina",566,796
37051,"Cumberland County, North Carolina",658,794
37053,"Currituck County, North Carolina",688,769
37055,"Dare County, North Carolina",759,867
37057,"Davidson County, North Carolina",505,620
37059,"Davie County, North Carolina",506,617
37061,"Duplin County, North Carolina",298,588
37063,"Durham County, North Carolina",779,920
37065,"Edgecombe County, North Carolina",441,613
37067,"Forsyth County, North Carolina",576,726
37069,"Franklin County, North Carolina",412,680
37071,"Gaston County, North Carolina",568,715
37073,"Gates County, North Carolina",-,661
37075,"Graham County, North Carolina",-,543
37077,"Granville County, North Carolina",420,745
37079,"Greene County, North Carolina",378,609
37081,"Guilford County, North Carolina",671,768
37083,"Halifax County, North Carolina",388,642
37085,"Harnett County, North Carolina",415,664
37087,"Haywood County, North Carolina",582,672
37089,"Henderson County, North Carolina",566,741
37091,"Hertford County, North Carolina",399,646
37093,"Hoke County, North Carolina",413,632
37095,"Hyde County, North Carolina",-,776
37097,"Iredell County, North Carolina",630,752
37099,"Jackson County, North Carolina",540,635
37101,"Johnston County, North Carolina",507,712
37103,"Jones County, North Carolina",-,509
37105,"Lee County, North Carolina",602,662
37107,"Lenoir County, North Carolina",435,643
37109,"Lincoln County, North Carolina",519,651
37111,"McDowell County, North Carolina",479,576
37113,"Macon County, North Carolina",529,703
37115,"Madison County, North Carolina",475,640
37117,"Martin County, North Carolina",411,578
37119,"Mecklenburg County, North Carolina",819,940
37121,"Mitchell County, North Carolina",381,537
37123,"Montgomery County, North Carolina",395,530
37125,"Moore County, North Carolina",560,754
37127,"Nash County, North Carolina",453,667
37129,"New Hanover County, North Carolina",696,894
37131,"Northampton County, North Carolina",229,600
37133,"Onslow County, North Carolina",614,783
37135,"Orange County, North Carolina",822,953
37137,"Pamlico County, North Carolina",475,643
37139,"Pasquotank County, North Carolina",426,754
37141,"Pender County, North Carolina",663,730
37143,"Perquimans County, North Carolina",354,757
37145,"Person County, North Carolina",457,595
37147,"Pitt County, North Carolina",568,722
37149,"Polk County, North Carolina",534,743
37151,"Randolph County, North Carolina",487,605
37153,"Richmond County, North Carolina",457,570
37155,"Robeson County, North Carolina",323,563
37157,"Rockingham County, North Carolina",414,591
37159,"Rowan County, North Carolina",552,704
37161,"Rutherford County, North Carolina",391,572
37163,"Sampson County, North Carolina",336,542
37165,"Scotland County, North Carolina",336,625
37167,"Stanly County, North Carolina",481,629
37169,"Stokes County, North Carolina",412,558
37171,"Surry County, North Carolina",411,590
37173,"Swain County, North Carolina",505,564
37175,"Transylvania County, North Carolina",507,612
37177,"Tyrrell County, North Carolina",-,573
37179,"Union County, North Carolina",623,766
37181,"Vance County, North Carolina",426,584
37183,"Wake County, North Carolina",860,975
37185,"Warren County, North Carolina",243,550
37187,"Washington County, North Carolina",326,345
37189,"Watauga County, North Carolina",653,858
37191,"Wayne County, North Carolina",486,664
37193,"Wilkes County, North Carolina",404,554
37195,"Wilson County, North Carolina",598,701
37197,"Yadkin County, North Carolina",372,583
37199,"Yancey County, North Carolina",468,532
38001,"Adams County, North Dakota",460,440
38003,"Barnes County, North Dakota",470,689
38005,"Benson County, North Dakota",365,441
38007,"Billings County, North Dakota",-,646
38009,"Bottineau County, North Dakota",447,632
38011,"Bowman County, North Dakota",385,624
38013,"Burke County, North Dakota",416,844
38015,"Burleigh County, North Dakota",641,814
38017,"Cass County, North Dakota",616,744
38019,"Cavalier County, North Dakota",-,477
38021,"Dickey County, North Dakota",427,600
38023,"Divide County, North Dakota",519,525
38025,"Dunn County, North Dakota",565,995
38027,"Eddy County, North Dakota",381,461
38029,"Emmons County, North Dakota",383,433
38031,"Foster County, North Dakota",420,498
38033,"Golden Valley County, North Dakota",475,624
38035,"Grand Forks County, North Dakota",619,791
38037,"Grant County, North Dakota",342,422
38039,"Griggs County, North Dakota",306,483
38041,"Hettinger County, North Dakota",571,495
38043,"Kidder County, North Dakota",439,432
38045,"LaMoure County, North Dakota",331,613
38047,"Logan County, North Dakota",972,552
38049,"McHenry County, North Dakota",436,490
38051,"McIntosh County, North Dakota",454,558
38053,"McKenzie County, North Dakota",701,1034
38055,"McLean County, North Dakota",426,599
38057,"Mercer County, North Dakota",566,646
38059,"Morton County, North Dakota",490,770
38061,"Mountrail County, North Dakota",661,642
38063,"Nelson County, North Dakota",470,472
38065,"Oliver County, North Dakota",521,542
38067,"Pembina County, North Dakota",432,511
38069,"Pierce County, North Dakota",298,708
38071,"Ramsey County, North Dakota",477,550
38073,"Ransom County, North Dakota",375,652
38075,"Renville County, North Dakota",292,617
38077,"Richland County, North Dakota",403,564
38079,"Rolette County, North Dakota",237,320
38081,"Sargent County, North Dakota",338,560
38083,"Sheridan County, North Dakota",-,278
38085,"Sioux County, North Dakota",321,375
38087,"Slope County, North Dakota",-,813
38089,"Stark County, North Dakota",750,1052
38091,"Steele County, North Dakota",300,516
38093,"Stutsman County, North Dakota",426,634
38095,"Towner County, North Dakota",294,516
38097,"Traill County, North Dakota",461,565
38099,"Walsh County, North Dakota",279,560
38101,"Ward County, North Dakota",743,936
38103,"Wells County, North Dakota",417,406
38105,"Williams County, North Dakota",647,899
39001,"Adams County, Ohio",363,546
39003,"Allen County, Ohio",508,638
39005,"Ashland County, Ohio",497,658
39007,"Ashtabula County, Ohio",444,656
39009,"Athens County, Ohio",645,730
39011,"Auglaize County, Ohio",496,637
39013,"Belmont County, Ohio",414,601
39015,"Brown County, Ohio",446,630
39017,"Butler County, Ohio",660,806
39019,"Carroll County, Ohio",447,611
39021,"Champaign County, Ohio",501,642
39023,"Clark County, Ohio",517,687
39025,"Clermont County, Ohio",570,793
39027,"Clinton County, Ohio",512,649
39029,"Columbiana County, Ohio",493,624
39031,"Coshocton County, Ohio",418,576
39033,"Crawford County, Ohio",457,627
39035,"Cuyahoga County, Ohio",610,771
39037,"Darke County, Ohio",428,607
39039,"Defiance County, Ohio",462,658
39041,"Delaware County, Ohio",787,967
39043,"Erie County, Ohio",532,719
39045,"Fairfield County, Ohio",625,814
39047,"Fayette County, Ohio",500,685
39049,"Franklin County, Ohio",706,875
39051,"Fulton County, Ohio",488,604
39053,"Gallia County, Ohio",408,624
39055,"Geauga County, Ohio",602,758
39057,"Greene County, Ohio",667,824
39059,"Guernsey County, Ohio",454,589
39061,"Hamilton County, Ohio",576,780
39063,"Hancock County, Ohio",529,718
39065,"Hardin County, Ohio",481,630
39067,"Harrison County, Ohio",373,560
39069,"Henry County, Ohio",553,626
39071,"Highland County, Ohio",448,624
39073,"Hocking County, Ohio",422,543
39075,"Holmes County, Ohio",470,593
39077,"Huron County, Ohio",456,643
39079,"Jackson County, Ohio",429,658
39081,"Jefferson County, Ohio",416,623
39083,"Knox County, Ohio",518,664
39085,"Lake County, Ohio",673,842
39087,"Lawrence County, Ohio",425,647
39089,"Licking County, Ohio",552,768
39091,"Logan County, Ohio",504,703
39093,"Lorain County, Ohio",526,717
39095,"Lucas County, Ohio",516,688
39097,"Madison County, Ohio",588,698
39099,"Mahoning County, Ohio",499,649
39101,"Marion County, Ohio",519,705
39103,"Medina County, Ohio",644,837
39105,"Meigs County, Ohio",435,562
39107,"Mercer County, Ohio",462,628
39109,"Miami County, Ohio",508,716
39111,"Monroe County, Ohio",441,536
39113,"Montgomery County, Ohio",546,743
39115,"Morgan County, Ohio",452,531
39117,"Morrow County, Ohio",461,625
39119,"Muskingum County, Ohio",484,638
39121,"Noble County, Ohio",524,632
39123,"Ottawa County, Ohio",535,679
39125,"Paulding County, Ohio",473,594
39127,"Perry County, Ohio",397,633
39129,"Pickaway County, Ohio",604,740
39131,"Pike County, Ohio",478,585
39133,"Portage County, Ohio",606,821
39135,"Preble County, Ohio",410,664
39137,"Putnam County, Ohio",480,619
39139,"Richland County, Ohio",427,629
39141,"Ross County, Ohio",514,688
39143,"Sandusky County, Ohio",490,635
39145,"Scioto County, Ohio",446,538
39147,"Seneca County, Ohio",486,629
39149,"Shelby County, Ohio",538,672
39151,"Stark County, Ohio",498,699
39153,"Summit County, Ohio",575,773
39155,"Trumbull County, Ohio",480,646
39157,"Tuscarawas County, Ohio",474,707
39159,"Union County, Ohio",560,851
39161,"Van Wert County, Ohio",475,615
39163,"Vinton County, Ohio",256,531
39165,"Warren County, Ohio",710,920
39167,"Washington County, Ohio",478,632
39169,"Wayne County, Ohio",524,698
39171,"Williams County, Ohio",513,636
39173,"Wood County, Ohio",560,741
39175,"Wyandot County, Ohio",445,629
40001,"Adair County, Oklahoma",335,505
40003,"Alfalfa County, Oklahoma",456,653
40005,"Atoka County, Oklahoma",366,551
40007,"Beaver County, Oklahoma",-,620
40009,"Beckham County, Oklahoma",406,757
40011,"Blaine County, Oklahoma",379,547
40013,"Bryan County, Oklahoma",491,642
40015,"Caddo County, Oklahoma",403,555
40017,"Canadian County, Oklahoma",611,794
40019,"Carter County, Oklahoma",521,678
40021,"Cherokee County, Oklahoma",460,609
